"species","study.doi","year.of.publication","group","continent","driver","driver.type","stage.age","vital.rates","sens","mat","n.vr","n.pam","dens","biotic_interactions","lambda.sim","study.length"
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.000441041881835276,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00275568799363306,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00424461991583486,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00192466301258415,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00497806542802052,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00246325622900379,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00306042247911932,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00310365605588816,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00283085566206913,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.002743994284782,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.000449941260095622,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",7.01626514705871e-05,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00739014701068187,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00407701259477015,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00204198375308809,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.0058620124061319,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00287776835180599,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00339367303944126,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00518110864802545,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00421193524848763,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.0019360295545272,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00376346005667876,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00261443406458187,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00233459333084314,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00195209206229616,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.000320758389289455,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00370967425422101,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.0025306653625949,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00284773686445506,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00581773537229963,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00187992227761549,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.000986944395679985,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00151448524907809,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00369680418752226,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00367744245789728,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00487965521332474,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00462531508279873,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00304192571058358,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00371411260705813,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00456034205966328,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00344414439509415,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","all","growth",0.00300970465421396,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00419365726650762,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00334676050809456,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00405103671926835,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00288715993912098,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00320178935490039,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00389263244499929,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00319079003237484,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00344763896991189,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00435538647309578,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00379260783997169,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.000493929145572244,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.000497366646583961,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.000342091463831531,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.000656661219117791,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.000189644523902756,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.000739211559482398,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.000163621291987362,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.000857813728355078,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00025951829469529,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",2.3555189425555e-05,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00176691629106643,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00131723161084762,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00173540591075631,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00181710555944841,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00257679683153774,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.000791347406497799,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00182077124673724,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00195689401499947,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00106419878986751,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00189116040902996,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00448993811878965,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00434135022510452,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00415088464063784,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00572995256027542,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00462688134067121,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00422082913316643,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00496310925450059,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00545024249005529,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00506830457362447,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00425849620100934,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00322080830268018,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00366793350809569,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.0037917483840297,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.0039552739591647,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00420556714778185,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00423477438999567,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00380199361032408,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.0040139112699053,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00358979103342351,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00439451644506667,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00157621417594828,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00134992443566833,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00226978159733366,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00258757187973292,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00107738528109083,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00145974490172686,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00215553099064389,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00225346696385004,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00219424153783125,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00161933909065127,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00352099645721626,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00403510360419137,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00425381621156189,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00441649162324873,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00315974819143135,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00375739584422468,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.0036947498889189,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00302821215581915,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00378505261457661,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00383708442326338,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00526859998670954,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00502797143997399,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.0059177092624965,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00454827842816009,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00401533360517674,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00508969330525763,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00579224433402576,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00476126554935287,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00476868751214893,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00559412076682955,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00378714005256589,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00406113790875242,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.0042862981834002,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00543691782141951,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00478459364050567,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00473946137790433,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00397758013041633,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00343395841678116,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00332661889340092,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00314292532251653,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00398890168224801,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.0033294098632431,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00429892233655926,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00454618043902383,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00384421676394552,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00534028779869986,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00429928468390375,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00384101625013628,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.0047142701874639,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","juveniles","survival",0.00423899374444078,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","adults","survival",0.00299425149855223,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","adults","survival",0.00224068947525195,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","adults","survival",0.00283006990522708,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","adults","survival",0.00192507377290348,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","adults","survival",0.00220367108784269,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","adults","survival",0.00269108914552502,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","adults","survival",0.00222057725006056,4,6,33,0,0,0,3
"Protea repens","10.1111/ecog.00839",2014,"Plants","Africa","temperature","C","adults","survival",0.00241787492529341,4,6,33,0,0,0,3
