"delta.tavg_1_n5","delta.tavg_1_n5.cov","delta.tavg_17_12","delta.tavg_17_12.cov","delta.tmin_n1_n9","delta.tmin_n1_n9.cov"
0.0238044030061026,0.0211502048480102,2.79626209591298e-06,0.015109646338762,0.0124600339180025,0.00855495515754465
0.0188784552271048,0.0165819645822224,8.92294040217414e-06,0.0121421588755827,0.0093121134832035,0.00643320319098685
0.0159945326899856,0.0137945970493176,4.25183749187056e-05,0.00944946768592455,0.00733891679534139,0.00483595644575334
0.02254879303001,0.0199809535890334,4.77740434698198e-06,0.0145405814399413,0.0115772131431789,0.00800445645882102
0.0273209629401481,0.0243735806061728,1.82020553334018e-06,0.0171569182746138,0.014613076339776,0.00998745202509467
0.0193594900301606,0.0170154336999168,1.07959428388281e-05,0.0124902885455928,0.00955217623037658,0.00660591014207293
0.0181549469680392,0.0158938865908167,1.21791533789796e-05,0.0115976233464842,0.00883074989622738,0.00608142316789154
0.0187430475164159,0.0164352790345109,7.73104552668442e-06,0.0118791538972026,0.00924948119168638,0.00635611777733933
0.0213669100780093,0.0188832083030126,6.34663789201281e-06,0.0137761978306187,0.0108378981008409,0.00749284750760399
0.0164186744790612,0.0141991188394262,3.83931218899965e-05,0.00987856727964279,0.00760219900420685,0.00506614959442216
0.0194070594957012,0.0170739048330313,8.37059424838934e-06,0.0124880366801539,0.00964530613422047,0.00666440861004819
0.0243365097169385,0.0216302254813345,3.27492619963594e-06,0.0155538633831923,0.012715970351159,0.00875816208029687
0.0224125390539126,0.0198555442326311,4.73296177526745e-06,0.0144287532120565,0.0115045283291145,0.00794912169971773
0.0191295301177714,0.0167945882294601,1.28649330544742e-05,0.0123500286981804,0.0093782899044435,0.00648487582251435
0.0259589360214744,0.0231373626538343,1.44969090736951e-06,0.0162738322180883,0.0138434436152606,0.00945264441637909
0.0193975428550825,0.0170605195812521,9.96470564373391e-06,0.0126092264959477,0.00957258163281375,0.00663946650870591
0.0212298367925559,0.0187529200895555,7.0952747473974e-06,0.0136522365115595,0.0107532554454752,0.00742718576119188
0.0205341522393701,0.0181344569220827,5.16721778241822e-06,0.0132651861340943,0.0103788504210362,0.00718224989426556
0.0196754384750779,0.0173226051283433,6.95267951964381e-06,0.0126501703343925,0.00982176341019876,0.00678544655379555
0.0199424226608415,0.0175687974133693,7.17435456848704e-06,0.0127988929656478,0.00999183542209573,0.00689668929453996
0.0194540782636355,0.0170919636969283,1.12292119860045e-05,0.0125016772563469,0.00959790054813076,0.00662670661881262
0.0161984207608596,0.014031246438663,2.87126652890167e-05,0.00995737687515932,0.00753559612344991,0.00507769286962591
0.0169750339525963,0.0147175657388402,2.87141338944714e-05,0.0103768879993456,0.00794747157315137,0.00534977347089721
0.0244274620069377,0.0217287167891865,2.18627477870161e-06,0.0154817056763281,0.0128587962742528,0.00882234041238253
0.0259414711522987,0.0230973093266711,2.46919133808016e-06,0.0165956743581227,0.013654329592888,0.00940773810615931
0.0186084285417986,0.0162975195509695,1.38811869083826e-05,0.0118673706434544,0.00906207723311802,0.0062363494870054
0.0180863518331143,0.0158317178334092,8.91553772295848e-06,0.0115069828955146,0.00882806706177761,0.00607457085301977
0.0187847806820711,0.0164724177844395,1.54549151734958e-05,0.0121461590727289,0.00914298001802086,0.006322468448385
0.0202561669954606,0.0178833258007404,4.43874730464442e-06,0.0130076483260897,0.0102589036250616,0.00708093049148207
0.0204551104747377,0.0180562092041447,5.80862049192365e-06,0.0132297450289482,0.0103096361236325,0.00713687721526626
0.0171073502149168,0.0148954558464676,1.73019301629693e-05,0.0107665439074352,0.00813462690656917,0.00555978789006667
0.0242324170318573,0.0215344649286112,3.36255866537775e-06,0.0153916000492141,0.0126872121400647,0.0087135528160678
0.0167203503327644,0.0144121277139405,4.56876881032653e-05,0.00970092913497555,0.00769132733852657,0.00502639486548158
0.0190751230885697,0.0167603063548821,1.05457420937262e-05,0.012357726992571,0.00938166806126904,0.00649822926489442
0.0161137951863908,0.0139195326614649,3.63894269011246e-05,0.00966843220807694,0.00743048721832497,0.00494459152953453
0.0184194830538493,0.0161459016932568,1.11896323368431e-05,0.0118177198062283,0.00899973900651842,0.00620902074539357
0.0179699458286391,0.0157097288500909,1.61601983846695e-05,0.0114576229394488,0.0086662317263152,0.00595940496815984
0.019230392188868,0.0169175075948092,8.42899840151982e-06,0.0124345111606686,0.0095312826428875,0.00659854638303737
0.0214927029657308,0.0190072211347767,5.33642451910226e-06,0.0137968489330884,0.0109607811289283,0.00756447739497476
0.0183900836201423,0.0161010061408723,1.19452719966577e-05,0.0117079156772486,0.0089621980515879,0.00616493039798692
0.0176196609980754,0.0153988731794485,1.49280807238959e-05,0.011273910351249,0.00848043410880321,0.00583915665369464
0.0270821826594453,0.0241649057691426,1.31483685263478e-06,0.0170342532138265,0.0144898384430498,0.00991037544247764
0.0210730153118691,0.0186327793913251,4.42964122597872e-06,0.0135636392043055,0.0107300951012848,0.00741380375978772
0.0285763386777846,0.0255320550109451,7.82882785550531e-07,0.0174977335922416,0.015531088285832,0.010500562982397
0.0209414262245978,0.0184862549323849,7.09239321010861e-06,0.0135315387310787,0.0105538660587107,0.00730365125395146
0.0214173554348178,0.0189289685223179,6.19153403942253e-06,0.0138275720170662,0.0108604047771494,0.00751271883766365
0.0232247423156623,0.0205914681410567,5.22336707706578e-06,0.0149524074765997,0.0119604735280569,0.00826370915828395
0.0190641636601052,0.0167516179797437,7.83260917995759e-06,0.0122075642334489,0.00944697054547892,0.0065163691786632
0.0226241389720175,0.0200576783699054,3.84905684928525e-06,0.0145779570105954,0.0116500942121219,0.00805195603376475
