"species","study.doi","year.of.publication","group","continent","driver","driver.type","stage.age","vital.rates","sens","cov","mat","n.vr","n.pam","dens","biotic_interactions","lambda.sim","study.length"
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.317893422338219,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.246720178375647,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.00180595135517178,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249388958872242,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249388499614118,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.232028738132259,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.307785732909259,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.206496031462581,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.000627766591940677,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.255904793190338,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249329391342615,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249389298656784,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.251965000718842,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.275485090158838,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.253631928276067,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.265461896284703,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.130288059721297,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0572438998542424,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.103890337875075,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.326216053113246,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.340093472275021,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249389737586435,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249388222425343,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.189004176761322,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0227801034707724,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.327507799858184,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.349060127418082,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249357041770677,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249328703243816,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.318792811566606,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.315404626043797,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0217457162949877,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.000109637709852469,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0618831093880146,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0411440908012977,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.277912046744369,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.17856406609424,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0183603179990968,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.000614811829406825,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.331132010981752,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.338640604027236,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.23474406116097,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.176431177758216,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.245262381874739,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.15754003124859,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249346319993038,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.250277161501387,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.301054928836983,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.274362998593525,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249393713550342,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249390843367225,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249386891552744,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.242378571914056,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.330226899065004,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.369176405520129,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.00683546508540626,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",1.42213260711849e-06,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.315926332256812,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.322313390525744,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.329758344039974,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.388972596171131,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0391549469325726,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.00214906820461384,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.168787619236585,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.026884617199048,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0700951584253755,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.111080974905404,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.00066880429588162,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",3.26575453070117e-07,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.24895553750099,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.24739958805845,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.000760478127279123,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",8.27082149497647e-09,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249308491473667,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249210486806011,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249386141867061,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.248480853410855,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.308465011369907,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.288477147740609,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.303976878778712,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.345075425250907,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.24887458267585,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.219804579681427,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.32124247881508,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.330274004475339,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.205461752285017,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0543750381358656,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.311087888120063,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.333255947624065,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.317578242707747,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.375315442565469,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.14673582760739,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.043307792928137,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.311181941326217,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0906991951114667,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.303917597267461,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.271056916765455,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.153137793923293,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0103934716307485,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.272367710330859,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.112553750452174,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.198445090675939,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.118244004772658,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.143576678625631,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0503619557143126,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.000526417187242696,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",1.56843314929796e-05,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249382169069957,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249362788771506,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.321763099541287,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.318682138745979,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0654365524815487,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0699260475619101,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249518562040526,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.24958604601994,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.321176396092697,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.386133855868306,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0513545638236177,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0620590392800135,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0596789817182274,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0876004061334696,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.323887107867708,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.372393884721558,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.253025631789913,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249601743671803,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.248205487211478,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.248999247628136,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.253306386216053,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.251415357382829,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249328246769792,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.192438457287914,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.299895863656401,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.248398664621871,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.176850458883852,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.129851161394276,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.324919544492179,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.377818745486033,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.329969909221161,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0578271837058526,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.312632555953759,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.324105241099599,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.317126446624931,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.318499831089267,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.00293365277101528,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0576369419963128,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.251688496583233,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.246977730057814,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.016251365783998,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.00019443159942187,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.316680640534435,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.367552487241813,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0676139324814438,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.106134581699123,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0037635184812437,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0001673429361957,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.329701667927398,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.316354709239954,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.297273434955142,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.306029936827188,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0415824670245503,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.000721689798832943,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0536728167464994,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0563142374013815,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.00215196120842098,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",3.05528913903324e-05,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.162240950939075,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.0066168969352427,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.20793422363501,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.165552198717248,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.252181253172255,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.25136702674096,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.307281498182011,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.356844881792075,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.116593414979466,0,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.00479360496728461,1,2,5,17,1,1,0,28
"Branta leucopsis","10.1111/gcb.14773",2019,"Birds","Europe","Temperature","C","all","all",0.249379641271296,0,2,5,17,1,1,0,28
