"species","study.doi","year.of.publication","group","continent","driver","driver.type","stage.age","vital.rates","sens","mat","n.vr","n.pam","dens","biotic_interactions","lambda.sim","study.length"
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00359675338531946,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000915023561684656,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00425203333776313,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00198323718360769,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00968294972740173,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000286331389932352,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00386266301712115,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00253950819956077,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000760739902928158,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.002527422191928,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00307808928139934,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00427475194529075,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000284839679376956,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00446432352727955,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000439067081373757,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00395477937044848,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00135308676292344,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00419321906435996,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000761420099792188,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00660944777623648,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00916868609166946,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00741821741870945,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00948726975435056,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00233991207478547,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00478954554887949,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",6.24930339151621e-05,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00558514011466925,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00659690342309154,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.0025520653796831,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00375102065274802,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00154244847586193,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00666989755561169,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000911776303877834,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000956120933401968,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00178723751574463,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00308520629928423,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",3.10749800657021e-05,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00280256437865446,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000994399362103068,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00129359743549251,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",6.21499601314643e-05,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00489393713869705,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00587282640681582,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00397937964649022,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00313301522733435,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00165280050224554,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00737607922269254,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",3.10749800657321e-05,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00435363082063615,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000777606940906176,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",2.56015460768492e-05,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.0104630834439905,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00832211869990828,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00584863665474599,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00577286895957924,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00875639184300777,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",3.10749800657321e-05,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00833841094563836,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",5.72754534544549e-05,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00365288883318015,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000635185037591763,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00176981010460445,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00331886395554184,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000915667374793699,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00263439389829881,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00925849435839051,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00259081519118011,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00121428087459837,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00183342382387754,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00505188698653161,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000843034136621612,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.0120032277818317,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00366705822151302,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00347522892492985,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00360469768762361,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00114176977663233,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00475447195005534,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00186449880394327,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00559890395933289,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.00347067300401386,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000937722835960487,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","reproduction",0.000588294832473053,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00306119019314081,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00467646455157633,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00292895690259381,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.0153943765006354,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000963324382037396,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00746772655143766,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.004174182963696,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",4.54373658103579e-05,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00706714695341169,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00664263610075178,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00418939109848434,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00783258504775058,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00418472377128824,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000905708997727721,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00207981718342393,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00520336178814753,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00330316655904815,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00905984927217542,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00535291592099842,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00521644863334007,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.002672448285652,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00273515093278752,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00644332114002297,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.0058797985040803,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.0102932891130738,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.0023885917015692,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00417309116195961,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00260260525009844,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00121226117002928,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00269840295650237,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00065023705619561,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00579343823434204,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000770906374840877,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000106222840482046,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00340465250345061,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00110271614034298,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00711122310883131,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00337829426143048,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000963324382037336,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00481318834714658,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00822809073229735,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.0045294137610945,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.0029452468743908,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00186067708260456,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00163849894891985,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000833551027785585,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00683655826562813,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000849971329752173,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00992771425436089,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00202653262857171,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00261017962811774,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00507951312625655,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00946953345304369,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00438959153896108,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.0047850886317078,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.0050300709985765,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00273459824578347,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00708315326873029,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000328388234720456,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00326753317357577,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",6.21499601314643e-05,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00445500711332231,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000560089521660758,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.0102241957351624,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000913020929242499,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.000992394524679496,0.33,5,19,1,0,1,NA
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","# dry months","A","juvenile","survival",0.00206887674502436,0.33,5,19,1,0,1,NA
