"species","study.doi","year.of.publication","group","continent","driver","driver.type","stage.age","vital.rates","sens","cov","mat","n.vr","n.pam","dens","biotic_interactions","lambda.sim","study.length","l_ratio"
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000738927423865118,1,0.33,5,19,1,0,1,NA,0.00272919849635288
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",2.31962528162537e-06,1,0.33,5,19,1,0,1,NA,8.57868368697499e-06
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",1.97067363079026e-05,1,0.33,5,19,1,0,1,NA,7.28763350972833e-05
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00706415385892859,1,0.33,5,19,1,0,1,NA,0.0257920839233416
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000159850606067495,1,0.33,5,19,1,0,1,NA,0.000585439227964429
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000815780877894644,1,0.33,5,19,1,0,1,NA,0.00299236597155695
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00261612488428287,1,0.33,5,19,1,0,1,NA,0.00962800179679434
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0018023488438118,1,0.33,5,19,1,0,1,NA,0.00666515912635181
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00188130405881752,1,0.33,5,19,1,0,1,NA,0.00691434623278159
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000786522781744103,1,0.33,5,19,1,0,1,NA,0.00287628492910486
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00597705915597436,1,0.33,5,19,1,0,1,NA,0.0218675591317333
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.005991299422409,1,0.33,5,19,1,0,1,NA,0.021917463917673
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00518457354294612,1,0.33,5,19,1,0,1,NA,0.0188804189121874
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",2.27186829051789e-05,1,0.33,5,19,1,0,1,NA,8.40300828190027e-05
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00273459824578347,1,0.33,5,19,1,0,1,NA,0.0100629779986208
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00495417913914612,1,0.33,5,19,1,0,1,NA,0.0181528185514971
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",1.8269014015935e-05,1,0.33,5,19,1,0,1,NA,6.66820514550544e-05
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00147635582376633,1,0.33,5,19,1,0,1,NA,0.00544548788939343
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00152488792878798,1,0.33,5,19,1,0,1,NA,0.00551701612176383
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",4.29214874022993e-05,1,0.33,5,19,1,0,1,NA,0.000158737411790416
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00171348670323532,1,0.33,5,19,1,0,1,NA,0.00629637936474105
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00341248389963649,1,0.33,5,19,1,0,1,NA,0.0125759475961048
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",1.39588145749822e-05,1,0.33,5,19,1,0,1,NA,5.16214037203505e-05
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00545386078711892,1,0.33,5,19,1,0,1,NA,0.0200362224767958
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000666725609168809,1,0.33,5,19,1,0,1,NA,0.00244667992952003
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0094411705971298,1,0.33,5,19,1,0,1,NA,0.0343141727897375
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00774738096763504,1,0.33,5,19,1,0,1,NA,0.0282472852811948
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00381425977110307,1,0.33,5,19,1,0,1,NA,0.0139184909752675
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00264901674826374,1,0.33,5,19,1,0,1,NA,0.00974873827109229
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00358527582508255,1,0.33,5,19,1,0,1,NA,0.0131743304075332
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00180635851865898,1,0.33,5,19,1,0,1,NA,0.00668003670249735
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",6.97940728752114e-06,1,0.33,5,19,1,0,1,NA,2.58133351704814e-05
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00516839802452149,1,0.33,5,19,1,0,1,NA,0.0188227031148319
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00186676426912084,1,0.33,5,19,1,0,1,NA,0.00678552252606708
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",9.28718154237433e-05,1,0.33,5,19,1,0,1,NA,0.000340100649792921
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000897352700567168,1,0.33,5,19,1,0,1,NA,0.00332438233423161
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000896054112690562,1,0.33,5,19,1,0,1,NA,0.00330891344214702
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00321138593012516,1,0.33,5,19,1,0,1,NA,0.0118464278507718
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000755722624455398,1,0.33,5,19,1,0,1,NA,0.00279078470597088
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00196216302700696,1,0.33,5,19,1,0,1,NA,0.00721105987941936
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0016332208710732,1,0.33,5,19,1,0,1,NA,0.00602290891517391
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00196638750586381,1,0.33,5,19,1,0,1,NA,0.00724710170568506
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000901174421905902,1,0.33,5,19,1,0,1,NA,0.0033389012655146
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00085298327634945,1,0.33,5,19,1,0,1,NA,0.00314955285844465
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",4.8191145556482e-05,1,0.33,5,19,1,0,1,NA,0.000178237234230093
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00262707175226058,1,0.33,5,19,1,0,1,NA,0.00963851488684055
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00558038637378945,1,0.33,5,19,1,0,1,NA,0.0204263726776123
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0043914952921448,1,0.33,5,19,1,0,1,NA,0.016111248043755
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000875701959254629,1,0.33,5,19,1,0,1,NA,0.00319206871992616
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000899169584482299,1,0.33,5,19,1,0,1,NA,0.00332001807662384
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0076840560827031,1,0.33,5,19,1,0,1,NA,0.0281183831580416
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00071028525864504,1,0.33,5,19,1,0,1,NA,0.00262321034445599
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00485403533156457,1,0.33,5,19,1,0,1,NA,0.0177931745028372
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000800439382162065,1,0.33,5,19,1,0,1,NA,0.00292692314084059
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.002672448285652,1,0.33,5,19,1,0,1,NA,0.00983539492981867
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00584643995374348,1,0.33,5,19,1,0,1,NA,0.0210846841924685
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000238805821073276,1,0.33,5,19,1,0,1,NA,0.000871592713261055
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",4.41752167600935e-05,1,0.33,5,19,1,0,1,NA,0.000162932790584519
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00065046726997897,1,0.33,5,19,1,0,1,NA,0.00240834317354151
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00819484149203042,1,0.33,5,19,1,0,1,NA,0.0297704667693343
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00276895034351378,1,0.33,5,19,1,0,1,NA,0.0101883907370625
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00446791028657462,1,0.33,5,19,1,0,1,NA,0.0162352354801861
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000472649962667294,1,0.33,5,19,1,0,1,NA,0.00173417232983717
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0086185576544826,1,0.33,5,19,1,0,1,NA,0.0313778465503995
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00346861934749715,1,0.33,5,19,1,0,1,NA,0.0127458357469119
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00243926659959815,1,0.33,5,19,1,0,1,NA,0.00892083955473755
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00436738996417175,1,0.33,5,19,1,0,1,NA,0.0160205029533053
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00253967337082578,1,0.33,5,19,1,0,1,NA,0.00928869196453155
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00252531098508109,1,0.33,5,19,1,0,1,NA,0.00925902076667604
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00571043560939853,0,0.33,5,19,1,0,1,NA,0.0204546387923142
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00600991459708276,0,0.33,5,19,1,0,1,NA,0.021983952304302
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000434927421880047,0,0.33,5,19,1,0,1,NA,0.00157994364952718
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00470728684518894,0,0.33,5,19,1,0,1,NA,0.0172598618004234
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00267244828565206,0,0.33,5,19,1,0,1,NA,0.00980176527621961
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00724047035531301,0,0.33,5,19,1,0,1,NA,0.026429259059164
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",3.10749800657321e-05,0,0.33,5,19,1,0,1,NA,0.000114922714601021
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00182960210253883,0,0.33,5,19,1,0,1,NA,0.00674390401118487
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00359164223566016,0,0.33,5,19,1,0,1,NA,0.013196063681226
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00381498165410202,0,0.33,5,19,1,0,1,NA,0.0140109132153398
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00762045739225697,0,0.33,5,19,1,0,1,NA,0.0277940371969754
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00415040760228751,0,0.33,5,19,1,0,1,NA,0.0152217733854307
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000109602294556138,0,0.33,5,19,1,0,1,NA,0.000404140197242847
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00519500549098703,0,0.33,5,19,1,0,1,NA,0.0190244229098908
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000901174421905872,0,0.33,5,19,1,0,1,NA,0.00332740826762335
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0015042769951248,0,0.33,5,19,1,0,1,NA,0.00554746697489294
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00711951152226453,0,0.33,5,19,1,0,1,NA,0.0255865748025792
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00666463269582984,0,0.33,5,19,1,0,1,NA,0.0243509014729234
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0007718681036449,0,0.33,5,19,1,0,1,NA,0.00285879951571849
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00289079443805031,0,0.33,5,19,1,0,1,NA,0.0104104454293954
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000787021645869037,0,0.33,5,19,1,0,1,NA,0.00287812773542601
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00174019888368034,0,0.33,5,19,1,0,1,NA,0.00641468408071808
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00233595334455957,0,0.33,5,19,1,0,1,NA,0.00852292608969122
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00346443342320614,0,0.33,5,19,1,0,1,NA,0.0126867339427982
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00143422882322532,0,0.33,5,19,1,0,1,NA,0.00521693804869063
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00180435368123544,0,0.33,5,19,1,0,1,NA,0.00665114726568318
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00167183697811643,0,0.33,5,19,1,0,1,NA,0.0060829400226878
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0097824965517987,0,0.33,5,19,1,0,1,NA,0.0355409634505248
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00484098602787331,0,0.33,5,19,1,0,1,NA,0.0176833157516477
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00662143091385344,0,0.33,5,19,1,0,1,NA,0.0239876265304575
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00457828791128984,0,0.33,5,19,1,0,1,NA,0.0168449341908928
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00126736281775452,0,0.33,5,19,1,0,1,NA,0.00461653076426271
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0035187568113813,0,0.33,5,19,1,0,1,NA,0.0128892445056251
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00961250755151549,0,0.33,5,19,1,0,1,NA,0.0349379812971945
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00771628076437127,0,0.33,5,19,1,0,1,NA,0.0281418506543422
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00791944998835236,0,0.33,5,19,1,0,1,NA,0.0284710149800362
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00360469768762361,0,0.33,5,19,1,0,1,NA,0.0132437145210025
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00106559802091167,0,0.33,5,19,1,0,1,NA,0.00391147792705886
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00854157813191588,0,0.33,5,19,1,0,1,NA,0.0310838083694583
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",6.21499601314643e-05,0,0.33,5,19,1,0,1,NA,0.000229858637950413
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.000732147823002053,0,0.33,5,19,1,0,1,NA,0.00269761621191706
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00269654385843027,0,0.33,5,19,1,0,1,NA,0.0098897052757243
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00313529642830946,0,0.33,5,19,1,0,1,NA,0.0114168325219299
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0106311728444839,0,0.33,5,19,1,0,1,NA,0.0386920804829616
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00254721612766794,0,0.33,5,19,1,0,1,NA,0.00928531134877385
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00192282704273597,0,0.33,5,19,1,0,1,NA,0.00708712758256334
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00345864696286129,0,0.33,5,19,1,0,1,NA,0.0127461458106472
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00963511854566803,0,0.33,5,19,1,0,1,NA,0.0351298466113434
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",6.81560487155969e-05,0,0.33,5,19,1,0,1,NA,0.000246551701770908
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00305808803676282,0,0.33,5,19,1,0,1,NA,0.0110384418195043
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.0148162144302794,0,0.33,5,19,1,0,1,NA,0.053348384561783
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00451321316868063,0,0.33,5,19,1,0,1,NA,0.0161588643373715
"Oryctolagus cuniculus","10.1371/journal.pone.0048988",2012,"Mammals","Europe","Temperature","C","all","all",0.00445136559207554,0,0.33,5,19,1,0,1,NA,0.0163277093691348
