"site","transect","subQuadrat","ID","fireYear","size","sizeNext","fl","fs","fps","surv","sds","time","TSFcont","TSF","LS","stage","stageNext","abTot","abRepro","abLarge","size_unscaled","abLarge_unscaled","TSFcont_unscaled","quadratID","date","summerT_unscaled","summerT","fallR_unscaled","fallR","winterR_unscaled","winterR","fallwinterR_unscaled","fallwinterR","prevwinterT_unscaled","prevwinterT","prevfallR_unscaled","prevfallR","prevwinterR_unscaled","prevwinterR"
"Retin",1,7,"RO1.7.54",1996,-0.453483516023761,NA,0,NA,NA,0,2.70805020110221,"2016",-1.39070093347069,">10","PD","SD",NA,22,6,2.39857791343978,2.70805020110221,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,7,"RO1.7.55",1996,-0.296381866378361,NA,0,NA,NA,0,3.17805383034795,"2016",-1.39070093347069,">10","PD","SD",NA,22,6,2.39857791343978,3.17805383034795,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,7,"RO1.7.56",1996,-0.0191900606931474,NA,0,NA,NA,0,4.00733318523247,"2016",-1.39070093347069,">10","PD","SD",NA,22,6,2.39857791343978,4.00733318523247,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,7,"RO1.7.57",1996,-0.341015568663654,NA,0,NA,NA,0,3.04452243772342,"2016",-1.39070093347069,">10","PD","SD",NA,22,6,2.39857791343978,3.04452243772342,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,7,"RO1.7.58",1996,-0.0510480837881766,NA,0,NA,NA,0,3.91202300542815,"2016",-1.39070093347069,">10","PD","SD",NA,22,6,2.39857791343978,3.91202300542815,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,7,"RO1.7.59",1996,-0.296381866378361,4.88280192258637,0,NA,NA,1,3.17805383034795,"2016",-1.39070093347069,">10","PD","SD","J",22,6,2.39857791343978,3.17805383034795,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,7,"RO1.7.60",1996,-0.341015568663654,NA,0,NA,NA,0,3.04452243772342,"2016",-1.39070093347069,">10","PD","SD",NA,22,6,2.39857791343978,3.04452243772342,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,7,"RO1.7.61",1996,-0.125635210009847,NA,0,NA,NA,0,3.68887945411394,"2016",-1.39070093347069,">10","PD","SD",NA,22,6,2.39857791343978,3.68887945411394,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,7,"RO1.7.62",1996,-0.170268912295139,NA,0,NA,NA,0,3.55534806148941,"2016",-1.39070093347069,">10","PD","SD",NA,22,6,2.39857791343978,3.55534806148941,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,7,"RO1.7.63",1996,-0.221794740156691,NA,0,NA,NA,0,3.40119738166216,"2016",-1.39070093347069,">10","PD","SD",NA,22,6,2.39857791343978,3.40119738166216,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,7,"RO1.7.64",1996,-0.0191900606931474,NA,0,NA,NA,0,4.00733318523247,"2016",-1.39070093347069,">10","PD","SD",NA,22,6,2.39857791343978,4.00733318523247,7,20,"1_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,8,"RO1.8.6",1996,0.0417520588054074,4.68213122712422,0,NA,NA,1,4.18965474202643,"2016",-1.39070093347069,">10","PD","SD","J",5,0,-0.654309706159622,4.18965474202643,1,20,"1_8",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,8,"RO1.8.7",1996,-0.453483516023761,NA,0,NA,NA,0,2.70805020110221,"2016",-1.39070093347069,">10","PD","SD",NA,5,0,-0.654309706159622,2.70805020110221,1,20,"1_8",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,8,"RO1.8.8",1996,0.00989403571037522,NA,0,NA,NA,0,4.0943445622221,"2016",-1.39070093347069,">10","PD","SD",NA,5,0,-0.654309706159622,4.0943445622221,1,20,"1_8",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,8,"RO1.8.9",1996,0.302524931075996,NA,0,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","J",NA,5,0,-0.654309706159622,4.969813299576,1,20,"1_8",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,8,"RO1.8.10",1996,-0.125635210009847,4.86753445045558,0,NA,NA,1,3.68887945411394,"2016",-1.39070093347069,">10","PD","SD","J",5,0,-0.654309706159622,3.68887945411394,1,20,"1_8",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.6",1996,0.650637395713055,NA,NA,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","LR",NA,14,5,2.39857791343978,6.01126717440416,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.22",1996,0.438054176796222,NA,NA,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","SR",NA,14,5,2.39857791343978,5.37527840768417,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.26",1996,0.445703394990547,NA,NA,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","SR",NA,14,5,2.39857791343978,5.39816270151775,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.28",1996,0.263155215502618,NA,NA,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","SR",NA,14,5,2.39857791343978,4.85203026391962,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.31",1996,0.149116758215044,NA,NA,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","SR",NA,14,5,2.39857791343978,4.51085950651685,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.39",1996,0.00989403571037522,NA,NA,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","J",NA,14,5,2.39857791343978,4.0943445622221,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.40",1996,0.149116758215044,NA,0,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","J",NA,14,5,2.39857791343978,4.51085950651685,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.41",1996,-0.357323985876917,NA,0,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","J",NA,14,5,2.39857791343978,2.99573227355399,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.43",1996,0.145423281430601,NA,0,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","J",NA,14,5,2.39857791343978,4.49980967033027,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.44",1996,-0.0510480837881766,NA,0,NA,NA,0,3.91202300542815,"2016",-1.39070093347069,">10","PD","SD",NA,14,5,2.39857791343978,3.91202300542815,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.45",1996,0.149116758215044,NA,0,NA,NA,0,4.51085950651685,"2016",-1.39070093347069,">10","PD","J",NA,14,5,2.39857791343978,4.51085950651685,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.46",1996,-0.125635210009847,5.59842195899838,0,NA,NA,1,3.68887945411394,"2016",-1.39070093347069,">10","PD","SD","J",14,5,2.39857791343978,3.68887945411394,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.47",1996,-0.357323985876917,NA,0,NA,NA,0,2.99573227355399,"2016",-1.39070093347069,">10","PD","SD",NA,14,5,2.39857791343978,2.99573227355399,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,9,"RO1.9.48",1996,-0.296381866378361,NA,0,NA,NA,0,3.17805383034795,"2016",-1.39070093347069,">10","PD","SD",NA,14,5,2.39857791343978,3.17805383034795,7,20,"1_9",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,10,"RO1.10.6",1996,-0.160852620658139,NA,0,NA,NA,0,3.58351893845611,"2016",-1.39070093347069,">10","PD","SD",NA,2,0,-1.16312430942619,3.58351893845611,0,20,"1_10",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",1,10,"RO1.10.7",1996,-0.357323985876917,NA,0,NA,NA,0,2.99573227355399,"2016",-1.39070093347069,">10","PD","SD",NA,2,0,-1.16312430942619,2.99573227355399,0,20,"1_10",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",2,5,"RO2.5.2",1996,0.693628557848003,NA,NA,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","LR",NA,2,1,-0.145495102893056,6.13988455222626,2,20,"2_5",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",2,5,"RO2.5.3",1996,0.149116758215044,5.17048399503815,0,NA,NA,1,4.51085950651685,"2016",-1.39070093347069,">10","PD","J","SR",2,1,-0.145495102893056,4.51085950651685,2,20,"2_5",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",2,7,"RO2.7.22",1996,0.493535746067659,7.00488198971286,NA,NA,NA,1,NA,"2016",-1.39070093347069,">10","PD","LR","LR",6,1,-0.654309706159622,5.54126354515843,1,20,"2_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",2,7,"RO2.7.30",1996,-0.244856038516809,NA,0,NA,NA,0,3.3322045101752,"2016",-1.39070093347069,">10","PD","SD",NA,6,1,-0.654309706159622,3.3322045101752,1,20,"2_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",2,7,"RO2.7.31",1996,0.00989403571037522,NA,0,NA,NA,0,4.0943445622221,"2016",-1.39070093347069,">10","PD","SD",NA,6,1,-0.654309706159622,4.0943445622221,1,20,"2_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",2,7,"RO2.7.32",1996,-0.200222336231517,5.41610040220442,0,NA,NA,1,3.46573590279973,"2016",-1.39070093347069,">10","PD","SD","J",6,1,-0.654309706159622,3.46573590279973,1,20,"2_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",2,7,"RO2.7.33",1996,0.0708361552089301,5.8348107370626,0,NA,NA,1,4.27666611901606,"2016",-1.39070093347069,">10","PD","SD","J",6,1,-0.654309706159622,4.27666611901606,1,20,"2_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",2,7,"RO2.7.34",1996,-0.244856038516809,NA,0,NA,NA,0,3.3322045101752,"2016",-1.39070093347069,">10","PD","SD",NA,6,1,-0.654309706159622,3.3322045101752,1,20,"2_7",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",2,10,"RO2.10.1",1996,0.0417520588054074,NA,0,NA,NA,0,4.18965474202643,"2016",-1.39070093347069,">10","PD","SD",NA,2,0,-0.654309706159622,4.18965474202643,1,20,"2_10",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",2,10,"RO2.10.2",1996,0.173887810932037,NA,0,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","J",NA,2,0,-0.654309706159622,4.58496747867057,1,20,"2_10",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",3,1,"RO3.1.6",1996,0.718605370034695,6.44571981938558,NA,NA,NA,1,NA,"2016",-1.39070093347069,">10","PD","LR","LR",1,1,-0.654309706159622,6.21460809842219,1,20,"3_1",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",3,2,"RO3.2.6",1996,-0.0510480837881766,NA,0,NA,NA,0,3.91202300542815,"2016",-1.39070093347069,">10","PD","SD",NA,3,0,-1.16312430942619,3.91202300542815,0,20,"3_2",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",3,2,"RO3.2.7",1996,-0.170268912295139,NA,0,NA,NA,0,3.55534806148941,"2016",-1.39070093347069,">10","PD","SD",NA,3,0,-1.16312430942619,3.55534806148941,0,20,"3_2",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",3,2,"RO3.2.8",1996,-0.392541396525209,NA,0,NA,NA,0,2.89037175789616,"2016",-1.39070093347069,">10","PD","SD",NA,3,0,-1.16312430942619,2.89037175789616,0,20,"3_2",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",3,3,"RO3.3.16",1996,0.00989403571037522,NA,0,NA,NA,0,NA,"2016",-1.39070093347069,">10","PD","J",NA,4,0,-1.16312430942619,4.0943445622221,0,20,"3_3",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",3,3,"RO3.3.18",1996,-0.453483516023761,NA,0,NA,NA,0,2.70805020110221,"2016",-1.39070093347069,">10","PD","SD",NA,4,0,-1.16312430942619,2.70805020110221,0,20,"3_3",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",3,3,"RO3.3.19",1996,0.0417520588054074,5.25749537202778,0,NA,NA,1,4.18965474202643,"2016",-1.39070093347069,">10","PD","J","SR",4,0,-1.16312430942619,4.18965474202643,0,20,"3_3",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
"Retin",3,3,"RO3.3.20",1996,0.0708361552089301,5.66642668811243,0,NA,NA,1,4.27666611901606,"2016",-1.39070093347069,">10","PD","J","LR",4,0,-1.16312430942619,4.27666611901606,0,20,"3_3",2016-05-01,26.1729348988603,0.109140495573197,231.000003442168,0.717741658860049,172.10000256449,-0.240311630772715,546.300008140504,0.324655247244646,17.8422925192507,0.419023955935192,122.400001823902,-0.102357607105545,156.600002333522,-0.468407194928843
