"study.doi","year.of.publication","group","species","continent","driver","driver.type","stage.age","vital.rates","sens","gen.time","n.vr","n.pam","dens","biotic_interactions"
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.05580783823541,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.992944589777555,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.484499766530458,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.381623796050272,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.26994550660204,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.405008722848268,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.264598871940797,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.167959090123283,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.509782645494299,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.15704967369873,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.799071476193522,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.499097990646714,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.456332062301907,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.405008722848268,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.102473106471875,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.144219500878582,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.254024941063962,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.274077065952593,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.669851585007844,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.427224704337976,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.135736154550705,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.0994065137974702,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.405008722848268,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.183671296031305,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.144219500878582,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.432664677504197,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.183474185586227,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.703712093316297,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.916856194318271,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.0569775252656506,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.0657269883023789,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.484941362020897,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.40563393802395,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.144219500878582,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.482513133121458,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.223925775283375,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.641237734578991,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.795241814180132,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.168453947453885,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.174928755211483,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.296657553173933,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.410574341940674,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.423335553830071,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.855187439515456,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.362561408049938,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.642353585613238,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.535733038303782,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.432700618130853,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.0721722285751994,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.288191998798332,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.410574341940674,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.423335553830071,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.861293116460007,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.311626390504415,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.765009609036861,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.836350699480071,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.407323551499257,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.188363396335603,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.0968055465568487,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.381106548417812,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.423335553830071,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.871272106053881,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.0954171750564523,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.765009609036861,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.27105747159385,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.261010018228084,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.1917314591947,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.349322117695063,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.372619594353165,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.333481178512646,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.54960186391349,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.445812682202764,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.669463744536657,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.248468267555672,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.542257744052584,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.157351619977525,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.194163218361177,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","survival",0.170308292671262,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.333481178512646,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pbr","C","adult","fecundity",0.690657981845185,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.345638533315906,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.394858746671415,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0715992863401201,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.26454469747468,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.302804675348887,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0660072396999568,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0419529169650989,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.00919824184502955,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0862750149672831,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.170343609974777,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.258701743919447,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.257576422716785,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.130139018013709,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.245677517221494,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.130882701999239,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0369180816485619,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0691580785499652,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0862750149672831,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0601171813780449,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.22955109889639,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.221578718928973,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.118008092440286,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.35327501506298,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.108508600212597,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0352195769025804,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0858004894726547,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.135074196223285,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.143991943799816,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.237380429968264,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.257737546595676,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.177122231761165,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.312609185844397,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.185437069035405,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0352195769025804,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0539359669761331,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0557630991528583,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.191759210501152,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.224193369235143,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.143955779566767,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.265717745199096,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.332626926582864,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0774367637769539,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0352195769025804,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.106462706930449,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0557630991528583,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.125381534037854,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.2523534387591,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0970291192913737,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.221358997140068,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.328857962323983,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.171275175369072,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0991799082386364,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0173311451424645,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0557630991528583,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.130951936195113,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.25969112278464,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0302733760985937,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.234673772742558,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.295286280507867,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.134019744535339,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.096632599962762,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0401472331736006,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0438768162308292,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.109912926887034,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.21835920056332,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.04173594661214,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.171734330335315,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.170874522141924,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.159740406273016,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0933301498745817,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0401472331736006,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.0438768162308292,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.138966671968552,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.168203794822098,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.0417610828355549,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","survival",0.253977585885581,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.228897665711291,1,3,15,0,0
"10.1098/rstb.2022.0194",2023,"Birds","Prunella collaris","Europe","Pwn","C","juvenile","fecundity",0.245239033510533,1,3,15,0,0
