"study.doi","year.of.publication","group","species","continent","driver","driver.type","stage.age","vital.rates","sens"
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",5.43044272657413e-05
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00330622964173631
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00179558521946185
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00218230915532946
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00311899239486181
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00361331454652472
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.0059362367156052
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00597895676900846
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.000136664578982566
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00322621281482735
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00314752680377282
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00162284273974929
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00483491562010329
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00419310933708991
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00298866995056455
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00327059065400795
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00273603495827734
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00109269135326552
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00419143372226329
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00363601341131327
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00446685119972705
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00484242429421617
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00471588960853955
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00551567564126406
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00486233190769241
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00477080386442947
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00293017555176408
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00280226590371968
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00336950557689201
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00382105709486374
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00359046442533749
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00132949965316328
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00304856610519262
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00369006642854152
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00440722109854625
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00505367791784121
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00178356761197149
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00431430701804023
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00472915256791447
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00411049353829275
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00491308838938
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00209839799371264
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00478011077726082
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00289129035217225
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00285441068913381
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00116316151966517
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.0018015304953786
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00544121208530595
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00534275934941349
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00152734974535075
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00629874303530206
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00253568175291522
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00331842736555466
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00348792981542535
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00270729156098517
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00298510681392231
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00358984058460489
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00154438380884761
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00115192782562163
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00327292502453073
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00385121905167173
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00523947699614305
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00491680445493746
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00450061684753243
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00254380201825033
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00327573161648689
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00313033761505439
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00220848121570205
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00394232531853083
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00138693241113478
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.004512847800951
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00289853531365374
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00207325160057927
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00531386192431321
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00139886031491304
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00386527758582975
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00465587726334246
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00149595534097843
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00126647764060223
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00310176463740805
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00302810396021547
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00348202873342879
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00440348077898705
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","sapling","survival",0.00571817292087072
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0122336614234633
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00624706098089353
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00559425924514993
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00624453797907569
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.000301516187048721
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00600958819921383
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.020345269605206
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00916044761864518
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0129022760599085
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0101270447797628
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0164164490162346
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00705306852308682
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00295228574916094
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00754949747875347
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00978418607044222
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0127766516369137
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00224493392078296
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0203275204631242
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0152229358394798
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00534656733656205
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0161430235840015
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00116588355041545
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00663973423304175
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0183035563847136
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0150172574837638
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00952272195141542
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0101604447617003
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00451374318051273
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00641821200063104
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.000776245174166211
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00108317512321714
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00493863981080337
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00682419979277437
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00153541693334765
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0158402585343868
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00720459538118622
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0101875809380709
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0117857145560026
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0229946962041465
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0183619337433669
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0100134147611161
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0147185671619049
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0110483844602955
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0181607749551334
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0134431628733275
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00429170308578011
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00316172413545762
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.000328496731969357
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00159165993025786
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00527628772886142
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00787983560524465
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00796440330069767
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0181436205040371
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00471124293955006
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00628207796001361
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00358862551994752
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00756761013114264
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0110986693553639
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00629641187639026
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0113916925860926
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00809481981192733
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.022810699362034
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0151060587821359
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0177506976983383
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0125753291366917
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00776944037602512
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.023991344578653
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0143964798639574
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0165793758942308
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0111386313985448
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0207445976872294
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00295014733438384
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0027500514921387
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00202684444588389
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00269860954014515
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00490548315897269
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00972821635673579
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00625277466817791
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00167953355611827
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0241868662822386
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0153300693190679
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00199292303285963
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0142442390716607
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00206969138883714
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0119220450928323
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00837934764081851
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00645514700452637
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.000376122615359767
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0109114133670216
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0117119820512107
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00376070381818981
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00753647406514709
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00348666190922175
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0244298762145405
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0115372325432788
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0165584767020519
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.0137352377386061
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00434922911284352
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00868252304412259
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","rain","C","adult","survival",0.00954248810292882
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.0167429464588184
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.0178229636163857
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.017494919511355
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.012699177180381
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.00961047693342006
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.0127383555680544
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.0122895636774456
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.0184509534264716
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.0152341248130916
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.0165610275686031
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.015242432724562
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.0154837249829655
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.0173360366692924
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.0181835474069391
"https://doi.org/10.1098/rspb.2022.1494","2023","Plants","Halimium halimifolium","Europe","intraD","D","sapling","survival",0.00392121677155631
